Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Primary Use Encoded,cluster_kmeans,cluster_hierarchical,cluster_dbscan,cluster_gmm,cluster_spectral
47,1,0,1,0,2.7,11,54.1,65,0.8,6430,4.3,2.1,118,2,2,1,0,0,0,0
42,1,8,8,0,5.2,6.6,252.8,90,5.1,2670,4.3,0.4,1109,1,1,1,0,0,0,0
16,0,0,0,1,7.3,2.3,83.1,154,1.2,4023,2.1,4.5,1826,2,2,2,1,1,1,1
19,2,2,7,0,5,12,266.6,51,3.5,4660,2,1.7,1943,1,1,3,0,0,0,0
29,2,9,3,0,9,41.7,149.4,11,2.2,8626,2.1,4.1,1404,3,3,3,0,0,0,0
21,0,7,9,0,3.9,12.7,59.8,96,4,2110,0.9,2.9,554,2,2,1,0,0,0,0
42,1,4,1,0,3.4,8.7,70.3,183,5.3,1011,5,2.4,330,0,0,1,0,0,0,0
33,1,5,4,0,1.6,48,233.7,122,0.9,9101,3.6,3.8,1988,1,1,1,0,0,0,0
51,2,6,3,0,7.4,10,52.7,43,5.1,1851,1.7,2.4,1136,4,4,3,0,0,0,0
15,1,9,4,0,8.3,32.3,177.4,30,6,947,3.3,1.3,480,2,2,0,0,0,0,0
57,2,2,8,0,1.5,49,182.7,68,3.8,2334,7.2,2.7,1044,0,0,3,0,0,0,0
47,0,0,2,0,2.1,14.7,86.5,135,6,2629,6,3.3,1568,3,3,1,0,0,0,0
36,2,2,3,0,2,3.9,109.9,22,5,2246,3,0.6,1104,0,0,3,0,0,0,0
55,0,8,3,0,10.1,42.6,217.3,180,0.9,1737,5.4,0.4,1273,0,0,0,0,0,0,0
31,1,0,1,0,11.8,23.6,85.7,56,0.7,6461,3.9,1.3,1491,0,0,0,0,0,0,0
46,0,8,3,0,11.7,7.1,88.5,82,3.6,9429,3.2,2.6,230,2,2,0,0,0,0,0
15,1,0,6,0,10,5.9,261.5,69,2.4,4031,2.4,0.2,976,1,1,0,0,0,0,0
16,0,0,3,0,5.7,20.6,222.7,194,2.4,1315,1.6,1.4,1124,4,4,0,0,0,0,0
24,0,8,7,0,3.5,28.4,261.7,84,2.3,9890,6.1,3.8,1019,1,1,1,0,0,0,0
56,1,6,8,0,8.1,5.6,12.1,187,1.2,7194,2.4,0.2,1081,4,4,0,0,0,0,0
38,2,5,4,0,9.1,8,106.7,169,1,7291,1.2,3.3,1401,4,4,3,0,0,0,0
54,0,5,2,0,5,49.6,78.6,70,5.4,9916,0.6,0.4,1729,2,2,1,0,0,0,0
21,0,8,4,0,2.9,42.8,279.6,128,1.6,8481,3.4,2.6,1881,2,2,1,0,0,0,0
18,1,7,1,0,4.5,2.5,258.6,181,1.8,6789,4.5,1.4,490,1,1,1,0,0,0,0
26,1,2,9,0,8.9,35.9,53.3,134,2.1,4820,4.5,3.9,477,2,2,0,0,0,0,0
29,0,6,3,0,8,3.1,16.7,61,1.1,5693,6.8,4.6,1883,4,4,0,0,0,0,0
28,1,8,2,0,7.1,22.2,211.7,64,5.5,5956,7.1,1.5,966,4,4,1,0,0,0,0
30,2,4,4,0,9.9,32.7,66.9,96,5.6,4401,3.2,3.7,124,3,3,3,0,0,0,0
22,2,7,9,0,6.7,11.4,23.1,195,5.5,2139,1,1.5,1421,0,0,3,0,0,0,0
48,0,1,5,0,3.2,7.1,262.3,10,0.5,4532,2.5,0.5,328,4,4,1,0,0,0,0
27,2,9,4,0,5.6,9.2,157.2,33,5.7,8820,2.9,2.2,718,1,1,3,0,0,0,0
58,2,3,4,0,10.3,39.7,78.3,113,5.5,9373,6.1,1.1,1009,0,0,3,0,0,0,0
22,0,9,1,0,8.7,44.8,75.2,105,3,2807,1.5,2.1,1649,0,0,0,0,0,0,0
56,1,7,2,0,5.2,19.5,102.6,84,5.1,8280,2.7,3.4,1802,1,1,1,0,0,0,0
24,2,5,0,1,9.3,5,139.4,92,4,2909,5.7,3,1179,4,4,2,1,1,1,1
39,1,2,4,0,2.3,28.7,76.8,58,5.9,7020,2.4,3.9,1749,3,3,1,0,0,0,0
31,0,0,9,0,9.3,33.8,150.1,84,4.8,4416,2.6,3.4,910,4,4,0,0,0,0,0
26,2,9,5,0,4.3,40,67.7,96,0.8,714,5.6,1.8,801,4,4,3,0,0,0,0
25,2,6,3,0,3.1,17.7,46.1,63,1.9,5443,3.8,2.3,630,0,0,3,0,0,0,0
46,0,9,1,0,10.4,30.3,187.7,68,3.7,1358,4.6,1.3,1520,3,3,0,0,0,0,0
58,2,6,3,0,9,5.6,21.1,115,5.4,318,7.2,2.4,311,4,4,3,0,0,0,0
30,2,0,5,0,3.1,29.4,279.7,56,0.7,5913,5.4,2.1,1232,1,1,3,0,0,0,0
24,2,6,5,0,8.9,10.3,164.3,75,0.6,4286,1.1,1.3,820,0,0,3,0,0,0,0
32,1,3,3,0,5.2,7.4,244.7,37,5.7,3805,5,4.7,1924,3,3,1,0,0,0,0
45,0,8,6,0,4.9,48.4,162.9,170,3.5,619,7.9,3.8,462,1,1,1,0,0,0,0
56,1,0,1,0,1.6,36.2,77.9,119,2,8236,5.1,0.3,251,2,2,1,0,0,0,0
33,1,7,5,0,1.7,13,59.9,198,5.6,1945,3.9,0.6,1069,2,2,1,0,0,0,0
46,1,3,0,1,2.2,6.8,130.4,11,1.9,8851,5.2,5,308,1,1,2,1,1,1,1
29,0,4,3,0,4.4,26.5,63.8,124,1.1,5974,2.9,1.5,1764,3,3,1,0,0,0,0
31,1,4,1,0,8.9,28.5,176.6,137,5.8,817,7.9,1.4,1989,1,1,0,0,0,0,0
37,1,4,3,0,11.7,30.8,133.8,165,2,6533,5.6,2.2,456,4,4,0,0,0,0,0
45,0,1,4,0,6.8,16.5,96.1,78,3.1,3368,0.5,4.7,1976,3,3,0,0,0,0,0
23,1,3,9,0,5.6,23.9,189.6,119,5.2,3496,3.2,2.8,1115,1,1,1,0,0,0,0
23,0,2,7,0,6.3,5.8,181.1,151,3.1,5348,6.4,1.5,932,1,1,1,0,0,0,0
20,2,8,6,0,8.9,19.7,188.8,153,2,7432,5,4.3,1269,2,2,3,0,0,0,0
37,2,7,6,0,7.3,41.6,20,86,4.8,1454,6.1,4.9,353,4,4,3,0,0,0,0
47,0,1,2,0,3,4.6,46.4,32,2.2,3944,5.7,4.5,924,0,0,1,0,0,0,0
55,1,6,8,0,1.6,38.3,253.9,156,3.5,1251,2.7,3.6,1559,0,0,1,0,0,0,0
43,1,8,9,0,4.6,1.6,212.6,83,5.8,4757,2.4,0.1,866,2,2,1,0,0,0,0
30,2,2,1,0,9.1,17.7,39.9,111,4.4,8211,4,3.9,210,2,2,3,0,0,0,0
22,1,0,6,0,10.5,28.4,222.4,138,1.8,5029,4.7,1.3,711,1,1,0,0,0,0,0
28,0,0,3,0,4.8,18.5,281.9,81,2.8,2683,7.5,4.7,142,3,3,1,0,0,0,0
48,2,9,0,1,10.1,22.1,157.6,90,4.3,873,6.8,0.4,1279,1,1,2,1,1,1,1
28,0,3,1,0,1.8,9,45.4,102,2.1,3921,5.8,4.3,514,1,1,1,0,0,0,0
57,1,6,2,0,1.2,20.1,171.8,24,3,3502,6.1,0.1,465,1,1,1,0,0,0,0
44,0,4,3,0,8.8,10.4,297.8,89,3.6,2106,7.2,3.6,583,3,3,0,0,0,0,0
16,2,7,8,0,3.3,9.4,44.4,163,5.9,5726,5,3.9,708,4,4,3,0,0,0,0
30,1,6,8,0,2.4,45.9,261.4,46,2.7,8222,5,4.1,968,3,3,1,0,0,0,0
31,0,7,7,0,10.7,43.4,34.7,168,3.3,9670,1.7,4.6,1075,4,4,0,0,0,0,0
44,2,9,1,0,5.1,1.2,98.8,86,2.1,4041,1.8,4.4,1370,4,4,3,0,0,0,0
60,0,6,3,0,9.3,2.9,204.9,40,1.6,6304,3.1,0.7,1423,2,2,0,0,0,0,0
22,2,5,5,0,9.8,47.7,42.4,122,4,7304,1,2,1998,0,0,3,0,0,0,0
22,2,2,0,1,5.3,37.5,259.9,149,3.2,9646,2.2,2.5,1631,1,1,2,1,1,1,1
26,2,7,9,0,6.8,48.8,163.3,112,3.2,4543,4.5,2.1,513,4,4,3,0,0,0,0
19,2,8,6,0,3.7,41.9,244.3,42,1.2,3890,5.5,3.7,662,4,4,3,0,0,0,0
29,2,9,5,0,6,15.2,251,155,4.8,7579,0.7,2.7,714,1,1,3,0,0,0,0
30,0,7,1,0,6.6,27.5,75.4,153,5.6,565,7.9,4.7,977,2,2,1,0,0,0,0
37,1,4,3,0,9.2,28.6,40.2,60,3.2,526,2.4,3.6,1293,3,3,0,0,0,0,0
36,0,7,5,0,1.5,48.2,161.2,44,5.3,6884,4.8,2.7,1321,1,1,1,0,0,0,0
34,0,5,4,0,2.6,41.1,138.7,199,5.3,9447,1.4,4.1,725,0,0,1,0,0,0,0
27,1,8,9,0,3.3,30.2,227.4,43,1.9,3405,3.1,4.1,1568,0,0,1,0,0,0,0
58,2,2,8,0,7.3,29.7,127.6,20,5.7,3055,6.9,0.9,108,3,3,3,0,0,0,0
47,2,6,3,0,3.4,5.8,6.4,82,4.7,9054,3.6,0.7,378,0,0,3,0,0,0,0
20,2,2,5,0,11.8,37.1,193.7,148,5.7,652,4.8,3,1993,0,0,3,0,0,0,0
19,0,0,2,0,3.6,7.7,203.8,27,5.6,9740,5.7,0.6,246,1,1,1,0,0,0,0
26,1,7,0,1,8.3,24.4,120.3,166,3.9,9177,5.6,0.7,1646,2,2,2,1,1,1,1
30,2,1,7,0,7.2,10.1,48.8,187,4.5,5151,1.9,3.8,1632,0,0,3,0,0,0,0
18,1,6,2,0,3.5,32,141.3,188,1,1212,3.5,0.2,1525,4,4,1,0,0,0,0
50,1,2,3,0,10.6,43,247.6,12,3.8,9711,4.7,2.6,1318,2,2,0,0,0,0,0
24,0,2,0,1,6.8,44.4,207,163,5.2,2797,1.7,4.6,1746,4,4,2,1,1,1,1
59,1,1,0,1,4.4,24.2,252.3,19,1.8,7985,6.5,4.2,1102,4,4,2,1,1,1,1
24,1,2,7,0,10,26,214.8,148,2.2,3773,6.2,4.5,1216,1,1,0,0,0,0,0
15,1,4,0,1,6.4,44.9,10.1,110,4.3,7419,6.1,3.8,1020,3,3,2,1,1,1,1
42,0,5,1,0,9.3,11.6,44.3,129,3.6,3948,3.3,2.4,177,4,4,0,0,0,0,0
44,1,1,0,1,3.3,15.2,123.5,147,1.8,4792,7.6,3.5,1749,4,4,2,1,1,1,1
57,1,3,8,0,10.9,45.2,250.8,89,2.9,3494,6.9,4.3,129,1,1,0,0,0,0,0
15,2,1,2,0,2.2,1.1,210,110,3.3,4180,1.8,0.9,1899,1,1,3,0,0,0,0
27,0,2,3,0,5.1,32.2,21.6,179,0.8,7136,5.4,3.2,142,4,4,1,0,0,0,0
41,0,9,5,0,8.3,48.9,137.2,187,1.8,2428,4.4,2.4,695,1,1,0,0,0,0,0
51,1,6,1,0,4.3,31.1,25.4,20,0.9,5394,5.5,1.4,1183,2,2,1,0,0,0,0
18,2,5,2,0,2.3,42.1,38.9,99,2.6,8908,2.7,4.1,298,1,1,3,0,0,0,0
15,0,5,1,0,8.9,35.6,281.1,38,5.4,1065,1.2,0.9,1255,0,0,0,0,0,0,0
52,2,4,2,0,11.5,13.6,229.4,147,3.7,3980,4,0.4,939,4,4,3,0,0,0,0
56,2,4,0,1,6.8,42.7,23.5,59,4.7,3411,3.1,4.1,568,1,1,2,1,1,1,1
59,2,6,1,0,7.5,45.4,167.5,144,4.4,3583,5,2,1924,1,1,3,0,0,0,0
40,1,2,8,0,7.1,21.1,71.3,134,3.9,8012,5.2,3.8,1046,1,1,0,0,0,0,0
41,0,0,7,0,3.6,49.3,76.9,146,4.6,7084,6.2,3.1,410,0,0,1,0,0,0,0
20,0,8,5,0,6.4,39,139.4,105,2.1,1715,7.7,3.6,829,1,1,1,0,0,0,0
56,1,4,3,0,7.2,30.2,204,132,5.3,4434,3.6,0.2,663,0,0,0,0,0,0,0
42,2,5,9,0,10,11.9,77,43,1,9096,5,3.8,812,2,2,3,0,0,0,0
47,0,7,8,0,7.3,49.9,93.7,27,2.8,4030,4.6,1.5,535,0,0,0,0,0,0,0
51,2,6,6,0,7.5,19.3,26.7,55,1.7,9902,1.6,2.4,701,1,1,3,0,0,0,0
59,0,4,0,1,10.3,38.6,290.4,188,3.6,5832,7,2.5,1683,2,2,2,1,1,1,1
52,1,4,8,0,6.1,16.1,134.5,165,2.2,9349,7.3,2.9,241,0,0,1,0,0,0,0
42,0,4,7,0,10.2,3.9,249.3,102,6,2023,6.7,1.5,451,4,4,0,0,0,0,0
41,2,8,9,0,6.6,9.2,188.8,120,2.3,8869,3.4,1.3,562,0,0,3,0,0,0,0
25,1,2,8,0,9.4,2.1,67.1,45,5.7,8006,7.8,3.8,112,2,2,0,0,0,0,0
39,1,0,9,0,7.2,8.7,146.5,13,2.9,9702,2.2,2.4,1405,3,3,0,0,0,0,0
41,2,1,7,0,11.2,5,238.3,58,5.7,2528,7.9,4.5,729,3,3,3,0,0,0,0
52,2,7,6,0,5.8,3.3,182.1,27,3.3,2118,1.7,2.4,1176,2,2,3,0,0,0,0
41,0,0,6,0,7.4,14.7,76.4,114,4.1,3132,7.8,3.1,671,1,1,0,0,0,0,0
58,1,5,4,0,8.3,16.6,264.5,90,4.5,4576,4.9,3.5,1731,2,2,0,0,0,0,0
22,1,6,5,0,3.4,20.5,108.1,20,1.1,9429,4,0.5,1958,4,4,1,0,0,0,0
46,1,5,9,0,10.1,26,170.4,69,2.4,762,5.3,0.9,1670,3,3,0,0,0,0,0
23,2,8,4,0,7.1,29.2,73.5,135,2.1,1028,6.8,4.9,930,2,2,3,0,0,0,0
32,1,4,7,0,2.8,12.9,150.7,151,5.1,4427,4.1,1.5,301,2,2,1,0,0,0,0
28,0,6,9,0,7.1,36.1,237.4,129,5.1,9694,5.4,1.1,1992,1,1,0,0,0,0,0
40,0,3,6,0,7.8,7.9,180.3,180,4.5,2420,7.6,2.4,309,3,3,0,0,0,0,0
49,2,5,0,1,5.9,40.3,227.2,132,4.3,4112,5.2,2.6,1615,1,1,2,1,1,1,1
25,0,9,5,0,4.7,4.4,205.8,40,3.1,1880,5.7,2,1551,0,0,1,0,0,0,0
21,0,8,3,0,3.5,26.9,47.5,27,3.7,1047,7,3.6,1113,2,2,1,0,0,0,0
21,1,6,8,0,10.6,16.9,178.6,40,5.7,6385,4.1,2,500,4,4,0,0,0,0,0
48,1,6,6,0,1.3,36.9,117.2,14,5.1,6260,6.7,0.5,457,1,1,1,0,0,0,0
59,0,0,9,0,9.7,12.4,183.4,174,1.3,9179,5.7,3.4,632,2,2,0,0,0,0,0
16,0,8,0,1,8.6,47.6,294.5,49,5.5,8245,1.9,1.8,1885,2,2,2,1,1,1,1
40,0,5,8,0,4.4,39.4,97.4,71,4.6,5923,6.4,4.7,771,3,3,1,0,0,0,0
40,2,0,1,0,1.1,30,56.7,107,4.8,6899,7.2,1.1,230,2,2,3,0,0,0,0
18,1,8,9,0,4,33,239.1,148,4.1,5397,6,1.2,1104,2,2,1,0,0,0,0
60,1,6,2,0,10.2,38.2,146.7,23,4.3,4711,6.4,1,740,0,0,0,0,0,0,0
42,2,4,0,1,8.2,22.2,5.2,165,5.4,1729,1.3,2.5,711,0,0,2,1,1,1,1
18,1,0,7,0,5.3,34.1,83.8,13,3.9,2214,1.6,3.1,1545,0,0,1,0,0,0,0
34,1,0,9,0,8.5,17.1,235.1,108,2.9,2343,5.4,2.8,637,1,1,0,0,0,0,0
36,2,3,0,1,2.7,21.9,28.9,54,2.4,7952,2.1,3.4,1640,3,3,2,1,1,1,1
39,0,5,6,0,1.3,49.2,56.2,61,3.1,3956,7.6,2.1,1325,3,3,1,0,0,0,0
32,0,4,7,0,2.6,3,294.5,176,6,340,7.3,4.4,1477,4,4,1,0,0,0,0
26,2,7,1,0,11.9,7.6,95.2,106,2.8,5308,3.9,0.6,998,4,4,3,0,0,0,0
41,1,2,9,0,4.8,8.4,291.5,83,0.7,3692,4.1,0.5,1574,0,0,1,0,0,0,0
19,0,1,4,0,4.3,8.9,190.1,35,2.7,7409,1.3,4.2,1904,3,3,1,0,0,0,0
32,0,1,7,0,10,24.5,214.4,85,5.1,2110,3.8,3.8,1170,2,2,0,0,0,0,0
30,0,3,4,0,11,22.9,138.1,75,2.5,5626,1.4,3.4,1356,1,1,0,0,0,0,0
23,0,5,7,0,3.6,22.3,124,47,5.9,1428,1.7,4.5,678,0,0,1,0,0,0,0
36,1,5,8,0,1.5,28.3,155.5,178,3.5,9127,6,4.8,1823,1,1,1,0,0,0,0
30,0,4,8,0,6.8,1,105.9,15,1.3,6124,1.2,2.3,1966,4,4,0,0,0,0,0
25,0,2,1,0,9.2,40.1,177.2,174,5.1,1553,6.8,4.8,556,0,0,0,0,0,0,0
29,0,0,9,0,6.2,14.4,269,79,1.4,2050,2,1.5,442,3,3,0,0,0,0,0
17,0,6,3,0,2.9,6.7,281.8,195,2.1,369,4.1,2.2,499,0,0,1,0,0,0,0
37,0,6,4,0,7.6,20.2,229.5,48,2.9,164,4.9,4.4,1124,3,3,0,0,0,0,0
35,2,7,5,0,7.2,16.9,180,133,1.9,1310,1,4.4,1786,4,4,3,0,0,0,0
28,0,3,3,0,8.5,19,265.6,30,1.9,1921,4.5,0.5,577,3,3,0,0,0,0,0
44,0,3,4,0,1.3,17.6,128,12,1.7,7625,5.5,2.2,1859,0,0,1,0,0,0,0
41,2,9,1,0,3,31.9,187.2,95,1.2,7161,7.6,4.1,1272,1,1,3,0,0,0,0
28,0,8,1,0,6.4,13.3,42.5,181,5.5,7377,4.8,4.6,1313,3,3,0,0,0,0,0
56,2,8,7,0,10.2,14.6,213.7,135,5.6,5863,5.1,1.1,1607,2,2,3,0,0,0,0
27,2,3,3,0,5.2,3.9,101.8,165,3.1,3994,5.7,1.7,1828,4,4,3,0,0,0,0
28,2,0,6,0,10.3,18.2,110,44,5.4,6241,1.7,3.7,853,1,1,3,0,0,0,0
52,2,4,0,1,3.7,26.7,11.8,65,1.4,9965,5.1,1.7,623,4,4,2,1,1,1,1
41,1,5,7,0,10.3,11.5,229.5,152,4.2,2035,6.1,2.2,713,0,0,0,0,0,0,0
43,1,2,5,0,6.9,29,214.9,133,1.3,8283,0.9,0.2,272,0,0,0,0,0,0,0
44,1,0,8,0,9.9,14.5,298.8,144,5.9,922,3.1,2.7,851,0,0,0,0,0,0,0
35,1,7,5,0,8.7,20.4,47.7,66,4.4,8167,6.7,4.1,1707,0,0,0,0,0,0,0
29,0,7,0,1,9.8,33.4,63.6,101,0.7,3484,8,3.3,809,0,0,2,1,1,1,1
55,1,8,8,0,3.6,21.2,217.8,168,4.2,3943,6.4,1.5,1907,4,4,1,0,0,0,0
47,0,1,3,0,9,7.4,189.6,151,4.6,9574,2.6,4.8,1762,3,3,0,0,0,0,0
43,2,6,9,0,11.4,27.3,39.9,111,5.5,5038,5.7,2.9,443,3,3,3,0,0,0,0
31,2,4,2,0,9.2,36.9,242.1,59,4,5342,1.4,3.9,733,2,2,3,0,0,0,0
51,2,0,1,0,5.6,47.9,287.9,48,5.1,9073,3.6,4,1008,2,2,3,0,0,0,0
50,1,3,3,0,4.4,16.5,156,156,1.1,4840,0.9,0.7,1980,2,2,1,0,0,0,0
15,2,9,6,0,3.7,42.1,62.5,156,4.3,1170,4.8,0.7,843,4,4,3,0,0,0,0
56,1,9,0,1,3.4,2.6,227.9,148,3.5,4131,6.4,0.6,1339,1,1,2,1,1,1,1
24,1,4,2,0,10.3,43.3,265.2,187,1.1,7189,4.6,4.4,538,1,1,0,0,0,0,0
46,1,7,1,0,2.5,10.4,114.7,115,2.4,9765,7.4,2.9,416,1,1,1,0,0,0,0
29,1,0,8,0,4.4,17.1,283.2,93,1.5,8803,0.6,3.4,1597,0,0,1,0,0,0,0
42,2,7,5,0,8.1,48.1,209.9,153,5.3,5255,2,2,790,2,2,3,0,0,0,0
53,0,4,6,0,2.5,41.1,100.2,43,5.3,4042,6.6,4.2,1460,3,3,1,0,0,0,0
22,0,0,0,1,1.4,44.1,38.5,181,5.8,7528,1.3,2.2,1843,4,4,2,1,1,1,1
54,1,2,0,1,9.8,7.5,52.4,97,0.7,6427,6.7,1.1,1672,2,2,2,1,1,1,1
50,1,7,3,0,2.4,48.2,161.1,32,3.5,5957,2,3.5,931,3,3,1,0,0,0,0
40,0,0,0,1,1.3,23,267,19,5.2,8210,7.9,2.3,296,0,0,2,1,1,1,1
60,1,8,2,0,2.2,19.1,277.2,139,1,8141,1.8,3.2,1086,3,3,1,0,0,0,0
23,1,2,7,0,4.8,47.3,44.3,24,1.5,2764,1.5,0,523,0,0,1,0,0,0,0
43,2,8,8,0,5.6,40.6,288.7,161,0.6,405,7.7,4.6,342,4,4,3,0,0,0,0
41,2,5,5,0,7.2,9.5,182.4,137,1.2,9410,3.1,3.6,1568,0,0,3,0,0,0,0
43,0,0,7,0,10.3,38.8,226.8,51,5.4,9312,4.5,3.1,1068,3,3,0,0,0,0,0
44,0,0,1,0,2,29.3,10.2,38,5.4,8486,0.6,2.1,691,1,1,1,0,0,0,0
47,0,3,8,0,4.3,48.1,97.6,92,3.4,3122,1.7,4.4,741,1,1,1,0,0,0,0
51,0,8,5,0,9.9,44.4,20.3,105,4.5,5082,7.8,2.5,131,1,1,0,0,0,0,0
51,2,2,1,0,5.3,23.8,32,194,4.1,837,4.4,4.3,240,0,0,3,0,0,0,0
54,1,8,2,0,5.2,35.3,49.9,158,3.7,1720,2,2.2,790,4,4,1,0,0,0,0
32,0,8,5,0,8.3,2.8,228.6,135,3.8,7954,6.5,1.6,974,1,1,0,0,0,0,0
17,2,8,2,0,1,35,295.7,132,2,8416,3,1.9,1783,0,0,3,0,0,0,0
22,1,8,0,1,1.2,10.2,129.6,185,2.5,6198,3.8,3.1,1061,3,3,2,1,1,1,1
34,1,8,7,0,11.8,21.5,266.5,81,6,7627,5,1.4,626,3,3,0,0,0,0,0
34,2,7,0,1,10.5,30,43.4,99,4,3148,3.3,0.1,1852,0,0,2,1,1,1,1
20,2,8,5,0,3.1,15.4,98.2,173,5.8,6540,7.2,4.1,133,3,3,3,0,0,0,0
52,0,5,9,0,10.4,46.7,192.8,148,4.7,5715,6.7,2.4,1760,3,3,0,0,0,0,0
15,0,8,9,0,3,49.7,119,104,4.5,9122,5.2,1.5,1133,0,0,1,0,0,0,0
27,0,1,8,0,7.4,7.6,261.9,43,0.9,2246,3.4,2.3,434,0,0,0,0,0,0,0
18,1,3,7,0,7.7,18.7,33.8,146,3.1,9175,6.4,2.5,1807,3,3,0,0,0,0,0
22,2,5,1,0,5.4,39.5,33.3,60,4.4,5454,5.6,2.6,1857,3,3,3,0,0,0,0
41,0,8,9,0,2.9,7.6,21.2,17,3.3,4257,4.3,1.3,1747,2,2,1,0,0,0,0
24,1,7,6,0,9.7,22.2,48.8,199,0.6,8823,1.4,1.9,326,3,3,0,0,0,0,0
34,1,3,8,0,10,20.4,20.8,32,4.4,7774,4.6,2.6,1117,2,2,0,0,0,0,0
33,1,6,6,0,3.7,5.2,26.1,197,5.6,9933,1,4.4,1504,4,4,1,0,0,0,0
39,1,7,5,0,9.2,38.4,190.8,15,4.6,2884,4.6,2.9,726,1,1,0,0,0,0,0
35,0,6,9,0,1.6,20.4,58.3,24,2.3,8269,6.2,3.4,1805,0,0,1,0,0,0,0
43,1,8,1,0,4.5,22.2,22.3,47,4.7,6084,6.2,3,1295,3,3,1,0,0,0,0
56,0,3,5,0,5.4,27.7,220.2,54,1.3,1025,4.4,2.8,578,4,4,1,0,0,0,0
46,0,5,0,1,10.3,24.7,21.2,70,2.8,6638,6.5,4.8,1817,1,1,2,1,1,1,1
33,2,4,9,0,3.1,48.3,92.2,92,1.7,8259,7.7,3.4,825,0,0,3,0,0,0,0
17,2,2,0,1,4.1,4.8,85.3,196,0.9,2890,5.2,2.2,772,1,1,2,1,1,1,1
18,1,5,8,0,9,33.1,94.2,23,2.8,3308,4.2,3.6,1773,3,3,0,0,0,0,0
41,1,4,1,0,1.8,8.4,203.9,68,1.2,9712,3.8,3.7,1406,4,4,1,0,0,0,0
52,2,6,0,1,2.7,10.1,6.3,155,0.8,5286,6,1.3,1939,4,4,2,1,1,1,1
60,1,8,5,0,1.6,20.1,112.6,116,5.5,6308,5.5,1,1399,2,2,1,0,0,0,0
36,0,6,1,0,6.2,9.7,45.3,17,0.9,1195,3.8,4.2,740,3,3,1,0,0,0,0
17,2,7,2,0,6.9,47.5,102,70,1.6,5839,4.7,2.6,1539,0,0,3,0,0,0,0
29,2,7,6,0,5.1,42.5,14.9,123,3,2773,6,4.4,986,2,2,3,0,0,0,0
38,2,1,5,0,5,32.7,116,182,4.4,1595,2,0.7,1222,0,0,3,0,0,0,0
35,1,3,4,0,4.7,25.8,105,76,4.1,2529,6.7,3.5,1274,1,1,1,0,0,0,0
22,0,3,3,0,8.9,1.9,47.8,29,1.8,4915,4.7,3,321,2,2,0,0,0,0,0
26,1,7,5,0,3.6,9.9,113.5,32,5.1,2604,5.1,0.2,1305,2,2,1,0,0,0,0
30,2,4,3,0,2.8,12.8,268.8,113,5.6,6882,4.8,1.2,1708,3,3,3,0,0,0,0
42,0,0,7,0,6.9,27.8,239.4,149,1.7,1005,3.7,3.6,398,0,0,0,0,0,0,0
36,2,1,3,0,5.4,26,55.6,104,2.4,5238,5.8,3.6,792,0,0,3,0,0,0,0
27,2,7,5,0,6.4,10.2,189.1,194,5.6,9953,5.8,1,1723,1,1,3,0,0,0,0
30,1,3,1,0,8.5,11.9,107.6,64,2.8,6569,4.6,1.4,103,3,3,0,0,0,0,0
33,1,5,6,0,11,36.7,149.8,150,5.5,6626,7.1,2.2,660,3,3,0,0,0,0,0
19,2,1,5,0,3.5,12.8,130.7,196,2.7,6821,5.5,4.2,843,4,4,3,0,0,0,0
38,1,5,6,0,9.7,5.1,192.9,48,1.3,4502,4.5,4,1189,0,0,0,0,0,0,0
58,0,0,6,0,3.8,43.1,8.8,31,1,2226,2.4,2,677,0,0,1,0,0,0,0
33,2,9,6,0,9.9,28.6,34.6,164,2.7,7502,7.4,2.8,387,4,4,3,0,0,0,0
52,2,9,5,0,3.7,28.8,138.1,161,3.8,3259,7,2.5,379,3,3,3,0,0,0,0
35,0,2,4,0,11.9,17.4,11,69,1,7522,0.7,1.8,1485,3,3,0,0,0,0,0
53,2,1,4,0,11.1,27.3,164.9,136,1.2,8279,5.2,3.4,540,0,0,3,0,0,0,0
22,2,5,8,0,5,14.1,40.3,143,5.5,5822,8,0.3,1958,1,1,3,0,0,0,0
44,1,8,8,0,3.5,16.2,282.9,64,3.1,7498,7.3,0.5,880,3,3,1,0,0,0,0
37,1,5,3,0,9.9,3,247.4,62,1.7,8777,6.2,0.7,1181,0,0,0,0,0,0,0
18,2,5,6,0,4.7,3.5,203.9,98,2.9,3342,3.9,0.9,775,1,1,3,0,0,0,0
49,2,8,9,0,6.5,7.9,286.4,25,2.9,5985,6.2,2.4,853,3,3,3,0,0,0,0
18,1,2,2,0,10.4,4,230.5,58,1.4,9686,6.8,4.6,147,3,3,0,0,0,0,0
32,1,2,7,0,5.7,9.7,282.7,150,1.8,1168,1.8,5,981,3,3,1,0,0,0,0
24,1,5,4,0,5,9.2,264.5,100,4.5,2792,6.5,1.7,720,3,3,1,0,0,0,0
44,0,1,1,0,3.8,37.1,256.1,158,3.3,2207,2.7,2.9,1880,1,1,1,0,0,0,0
32,2,5,8,0,11.9,9,9.1,18,3.2,7925,3.1,2.6,458,4,4,3,0,0,0,0
